customer_id,product_id,interaction_type,interaction_date
C9615,P9262,purchased,2024-03-09
C3501,P8394,purchased,2024-10-26
C3893,P3152,purchased,2024-05-02
C6463,P8614,viewed,2024-10-13
C3763,P5605,viewed,2024-12-14
C8661,P5209,clicked,2024-07-04
C7186,P8018,viewed,2024-10-11
C1965,P5698,purchased,2024-05-20
C5568,P1359,purchased,2024-10-09
C4506,P9363,purchased,2024-09-30
C5905,P8018,clicked,2024-06-12
C3501,P2236,purchased,2024-09-11
C5772,P3958,viewed,2024-05-10
C5607,P1290,purchased,2024-02-22
C3053,P8739,purchased,2024-05-12
C7318,P4402,clicked,2024-05-05
C3893,P6734,viewed,2024-04-13
C3893,P6479,viewed,2024-08-15
C3763,P4726,viewed,2024-11-28
C5860,P7748,clicked,2024-01-03
C4799,P4519,clicked,2024-11-22
C2447,P3107,clicked,2024-12-17
C4506,P8843,clicked,2024-11-10
C6310,P5005,clicked,2024-10-01
C5227,P3874,purchased,2024-03-15
C9304,P6073,clicked,2024-12-09
C9434,P8810,purchased,2024-08-03
C2389,P8843,clicked,2024-07-03
C9434,P5654,clicked,2024-11-06
C3583,P2438,viewed,2024-03-23
C4506,P3650,clicked,2024-03-21
C7647,P9969,clicked,2024-06-05
C8433,P9428,purchased,2024-10-31
C7348,P2606,purchased,2024-05-24
C3497,P3566,clicked,2024-09-17
C9615,P9415,purchased,2024-02-10
C4251,P3121,purchased,2024-04-08
C5458,P9940,purchased,2024-06-17
C4799,P1229,purchased,2024-07-20
C4883,P3102,viewed,2024-06-01
C1464,P3014,purchased,2024-05-04
C5568,P4519,clicked,2024-10-27
C5860,P7868,clicked,2024-02-15
C5715,P2353,viewed,2024-03-26
C5256,P3669,purchased,2024-12-15
C9393,P9352,clicked,2024-02-14
C5955,P2221,clicked,2024-11-26
C4506,P1214,purchased,2024-11-30
C7186,P7729,purchased,2024-09-01
C5227,P1099,purchased,2024-11-29
C3793,P7908,clicked,2024-12-16
C6463,P7971,viewed,2024-09-16
C3325,P9785,purchased,2024-06-26
C1166,P3974,clicked,2024-05-27
C8661,P1346,clicked,2024-05-28
C5912,P8291,viewed,2024-07-12
C3816,P3319,clicked,2024-03-18
C8619,P1108,viewed,2024-08-11
C6862,P3176,viewed,2024-02-11
C6946,P3874,purchased,2024-11-02
C8433,P3483,purchased,2024-07-13
C2389,P7367,purchased,2024-01-18
C8642,P4933,viewed,2024-08-28
C1304,P1507,clicked,2024-06-01
C1673,P3958,clicked,2024-05-05
C6652,P9271,clicked,2024-01-14
C3583,P3991,viewed,2024-07-10
C9615,P5107,purchased,2024-08-03
C6310,P4556,viewed,2024-12-07
C5860,P9684,clicked,2024-03-19
C9338,P6305,clicked,2024-01-21
C1413,P5373,purchased,2024-06-24
C6310,P4818,viewed,2024-01-05
C3325,P5800,viewed,2024-12-12
C7435,P7953,clicked,2024-01-05
C7435,P8092,viewed,2024-02-19
C5860,P3685,clicked,2024-04-29
C3583,P5266,viewed,2024-02-22
C5118,P2120,clicked,2024-04-14
C6862,P2670,purchased,2024-04-20
C9338,P9143,clicked,2024-09-16
C3896,P9940,viewed,2024-10-15
C2389,P5729,viewed,2024-05-22
C3501,P5785,viewed,2024-04-30
C5905,P8739,clicked,2024-05-11
C5310,P1553,viewed,2024-07-04
C3261,P1290,viewed,2024-01-24
C3565,P5251,clicked,2024-10-03
C3565,P7399,viewed,2024-12-05
C7435,P9940,clicked,2024-06-13
C9653,P6867,viewed,2024-10-30
C3555,P6959,purchased,2024-09-24
C6946,P3393,purchased,2024-09-03
C3497,P2824,clicked,2024-10-14
C4999,P7730,clicked,2024-01-15
C7186,P6926,viewed,2024-07-03
C6463,P9492,purchased,2024-04-17
C9792,P2575,clicked,2024-03-26
C2344,P2149,purchased,2024-08-01
C9393,P3974,clicked,2024-07-16
C6946,P5752,purchased,2024-10-11
C7348,P8942,viewed,2024-04-30
C9339,P2940,purchased,2024-12-15
C4251,P5729,viewed,2024-09-24
C5118,P1608,clicked,2024-04-25
C3497,P6879,clicked,2024-03-25
C6105,P6606,clicked,2024-03-23
C4935,P9874,clicked,2024-10-09
C4530,P8677,purchased,2024-02-06
C3896,P7868,clicked,2024-09-08
C5961,P8739,purchased,2024-01-27
C9792,P4872,viewed,2024-08-26
C6105,P6427,purchased,2024-12-01
C3365,P8043,clicked,2024-03-28
C1648,P7767,purchased,2024-04-24
C4999,P6867,purchased,2024-09-06
C6463,P1608,viewed,2024-01-09
C4999,P6604,clicked,2024-03-09
C6606,P4872,purchased,2024-10-29
C6989,P8739,viewed,2024-07-15
C6105,P4962,purchased,2024-04-13
C5458,P1300,clicked,2024-12-21
C5118,P6101,clicked,2024-02-19
C4830,P9239,clicked,2024-10-22
C4616,P2392,purchased,2024-09-02
C5955,P8093,viewed,2024-02-03
C3497,P5266,viewed,2024-12-07
C5458,P6385,purchased,2024-09-20
C5912,P7748,viewed,2024-04-11
C6105,P9262,purchased,2024-05-19
C1527,P6455,viewed,2024-08-01
C8661,P7730,viewed,2024-07-18
C9304,P6692,viewed,2024-12-07
C5227,P3669,purchased,2024-09-16
C8847,P1099,viewed,2024-08-18
C1273,P3730,purchased,2024-09-20
C4802,P6975,purchased,2024-09-25
C1627,P1258,clicked,2024-04-04
C8366,P3787,viewed,2024-07-31
C3261,P2189,purchased,2024-03-10
C9535,P1847,viewed,2024-07-07
C6946,P5451,viewed,2024-03-21
C1413,P3687,clicked,2024-09-15
C3501,P2236,purchased,2024-09-26
C5860,P2077,viewed,2024-04-18
C8642,P3526,viewed,2024-11-13
C3565,P9534,purchased,2024-06-25
C5227,P3656,clicked,2024-04-24
C4044,P3687,viewed,2024-06-17
C4799,P7916,viewed,2024-01-16
C5568,P2449,clicked,2024-01-24
C7435,P8043,viewed,2024-08-29
C8661,P6101,viewed,2024-01-04
C6310,P2119,purchased,2024-10-31
C3501,P5514,purchased,2024-07-12
C3746,P9494,viewed,2024-04-08
C5568,P3828,viewed,2024-10-01
C3893,P3001,viewed,2024-09-26
C5860,P6645,clicked,2024-08-30
C5772,P7399,purchased,2024-04-30
C1438,P7941,viewed,2024-04-26
C1464,P1960,clicked,2024-12-18
C8433,P1692,viewed,2024-05-27
C2389,P2146,clicked,2024-01-07
C6606,P1152,clicked,2024-05-01
C9694,P1152,viewed,2024-11-29
C5297,P4959,viewed,2024-09-01
C3896,P9895,viewed,2024-12-10
C6989,P5041,purchased,2024-09-02
C1627,P1089,purchased,2024-08-04
C5772,P9579,purchased,2024-03-09
C9792,P1547,clicked,2024-08-12
C3746,P3730,purchased,2024-07-28
C3816,P8677,purchased,2024-08-30
C3565,P2575,clicked,2024-10-12
C6862,P2528,viewed,2024-04-13
C9338,P5589,clicked,2024-10-31
C6652,P7378,viewed,2024-04-18
C8901,P7916,clicked,2024-08-28
C5905,P9863,clicked,2024-09-14
C4883,P7132,clicked,2024-07-11
C4799,P5659,purchased,2024-11-23
C6105,P8443,viewed,2024-02-29
C8366,P9425,viewed,2024-01-10
C8310,P8297,viewed,2024-08-24
C4999,P8374,viewed,2024-05-03
C1828,P9047,purchased,2024-08-05
C8661,P1248,clicked,2024-06-06
C9338,P8755,purchased,2024-02-17
C3583,P5514,clicked,2024-11-22
C5227,P9731,clicked,2024-08-05
C8619,P3701,viewed,2024-12-14
C1648,P1779,viewed,2024-07-17
C3365,P4445,clicked,2024-07-24
C3746,P4512,clicked,2024-11-06
C8619,P2404,clicked,2024-10-14
C4830,P7823,viewed,2024-10-01
C4799,P2221,purchased,2024-08-10
C4935,P5384,viewed,2024-10-05
C5567,P8092,clicked,2024-10-03
C1828,P1290,viewed,2024-08-20
C4999,P4346,clicked,2024-04-03
C6606,P1938,viewed,2024-09-23
C3053,P9143,clicked,2024-06-12
C1413,P6069,viewed,2024-10-24
C9535,P2144,viewed,2024-05-07
C7318,P5065,viewed,2024-11-23
C5458,P8297,viewed,2024-06-11
C1304,P1406,viewed,2024-08-21
C1648,P3024,purchased,2024-12-18
C6862,P6553,purchased,2024-02-05
C1140,P3878,viewed,2024-06-04
C3325,P6975,purchased,2024-08-08
C8901,P5451,viewed,2024-09-13
C5961,P5032,viewed,2024-03-05
C9412,P2893,purchased,2024-09-22
C5955,P3757,clicked,2024-10-14
C3583,P6741,viewed,2024-04-30
C3893,P2465,clicked,2024-01-22
C3325,P7303,viewed,2024-08-04
C5912,P8656,clicked,2024-08-22
C6461,P3591,viewed,2024-05-16
C5955,P8843,viewed,2024-03-31
C9434,P3014,clicked,2024-12-11
C1304,P8680,purchased,2024-06-24
C8433,P9225,viewed,2024-07-21
C4530,P6879,purchased,2024-11-05
C8642,P7938,clicked,2024-08-01
C5118,P2907,purchased,2024-11-05
C4616,P2200,viewed,2024-07-22
C2344,P5384,viewed,2024-06-09
C5297,P2030,clicked,2024-06-13
C4830,P2353,purchased,2024-11-26
C4802,P3393,purchased,2024-09-01
C5912,P2189,viewed,2024-10-05
C3946,P1168,purchased,2024-03-03
C3763,P3831,clicked,2024-10-19
C7647,P2360,viewed,2024-11-03
C9694,P7823,viewed,2024-01-25
C3053,P3319,clicked,2024-06-06
C1527,P9620,purchased,2024-07-09
C5227,P5659,purchased,2024-06-09
C2886,P9415,purchased,2024-06-28
C9792,P4726,viewed,2024-01-21
C6652,P8393,clicked,2024-10-25
C8619,P1948,clicked,2024-11-26
C9615,P3319,clicked,2024-02-07
C1648,P7616,clicked,2024-05-26
C6862,P9149,purchased,2024-11-15
C6946,P7327,purchased,2024-12-18
C3816,P7802,clicked,2024-07-09
C3816,P6593,clicked,2024-02-09
C5955,P6741,viewed,2024-03-25
C5458,P9120,viewed,2024-08-18
C7647,P7332,viewed,2024-04-18
C4883,P8614,clicked,2024-02-02
C6463,P8827,purchased,2024-11-29
C3583,P8441,viewed,2024-05-26
C6606,P3580,clicked,2024-06-14
C2344,P3269,viewed,2024-04-23
C8661,P2907,purchased,2024-02-10
C4999,P3176,purchased,2024-04-17
C4044,P9352,purchased,2024-07-23
C1965,P5627,viewed,2024-11-09
C9339,P9553,clicked,2024-04-20
C5961,P5210,clicked,2024-11-23
C2344,P2670,purchased,2024-10-28
C3497,P7231,clicked,2024-04-27
C6862,P5710,viewed,2024-06-18
C7647,P7767,viewed,2024-08-18
C7318,P6667,purchased,2024-01-25
C7318,P3048,purchased,2024-09-11
C2447,P6427,clicked,2024-07-07
C3365,P1372,purchased,2024-05-19
C9412,P3319,viewed,2024-01-15
C4830,P7529,viewed,2024-04-03
C6310,P3768,clicked,2024-10-13
C3365,P6305,clicked,2024-04-09
C3565,P6038,purchased,2024-08-20
C1965,P1108,viewed,2024-06-08
C9615,P3048,purchased,2024-11-28
C1140,P9505,purchased,2024-09-11
C5310,P9287,purchased,2024-06-05
C7048,P9496,viewed,2024-02-04
C1965,P8680,clicked,2024-12-14
C8901,P5211,clicked,2024-10-23
C1304,P1108,purchased,2024-02-20
C5256,P3001,purchased,2024-06-24
C5256,P3113,clicked,2024-11-30
C1627,P6381,viewed,2024-04-20
C1828,P2119,clicked,2024-12-16
C1965,P8374,clicked,2024-07-10
C1648,P1608,viewed,2024-11-10
C4802,P7729,purchased,2024-06-11
C4830,P3102,viewed,2024-03-01
C3763,P7483,viewed,2024-11-09
C4616,P6079,clicked,2024-09-02
C1304,P5222,viewed,2024-04-16
C6862,P6734,viewed,2024-05-16
C6606,P2907,purchased,2024-12-18
C9653,P6449,purchased,2024-05-19
C4940,P3107,clicked,2024-02-07
C8366,P8781,clicked,2024-01-10
C3946,P4242,clicked,2024-02-15
C3946,P6069,clicked,2024-02-27
C4830,P5530,purchased,2024-03-25
C3565,P1810,viewed,2024-12-03
C8901,P7053,viewed,2024-05-22
C4999,P1821,clicked,2024-12-15
C3501,P9800,viewed,2024-06-04
C3053,P5752,clicked,2024-06-19
C2447,P4839,clicked,2024-09-14
C3565,P9151,viewed,2024-04-19
C2389,P2376,clicked,2024-12-11
C9694,P6385,purchased,2024-09-25
C9434,P7730,purchased,2024-10-17
C5227,P6902,purchased,2024-03-02
C3565,P7931,viewed,2024-03-01
C3583,P1862,viewed,2024-02-14
C5860,P2811,purchased,2024-05-05
C3763,P3545,clicked,2024-07-23
C3746,P3974,clicked,2024-06-18
C3893,P6311,clicked,2024-11-20
C8847,P2957,clicked,2024-05-15
C8619,P5041,viewed,2024-10-07
C6310,P2005,clicked,2024-12-14
C8433,P2221,viewed,2024-07-01
C4830,P5939,viewed,2024-06-12
C6310,P8035,clicked,2024-10-12
C6946,P9247,purchased,2024-11-20
C5297,P2236,clicked,2024-03-20
C5715,P3121,clicked,2024-06-15
C9615,P6871,clicked,2024-07-10
C3793,P9969,viewed,2024-08-22
C6105,P2704,viewed,2024-01-01
C6652,P5589,purchased,2024-08-31
C4251,P1168,viewed,2024-05-18
C1527,P9142,purchased,2024-07-11
C3746,P5589,purchased,2024-04-14
C1464,P7941,clicked,2024-05-25
C3746,P9271,viewed,2024-03-03
C8901,P4766,clicked,2024-06-29
C7186,P8263,viewed,2024-06-25
C8642,P3620,clicked,2024-01-03
C5715,P1359,clicked,2024-04-18
C5568,P7941,purchased,2024-09-03
C4530,P7303,viewed,2024-10-26
C3501,P8239,purchased,2024-01-07
C7186,P5785,viewed,2024-04-23
C1648,P1372,purchased,2024-12-15
C6310,P5005,purchased,2024-06-12
C8274,P6059,viewed,2024-02-15
C7186,P3650,purchased,2024-10-19
C3261,P4381,clicked,2024-01-06
C9653,P1531,viewed,2024-12-18
C9131,P9262,purchased,2024-02-19
C5772,P8263,purchased,2024-03-13
C9412,P1521,clicked,2024-08-31
C1438,P3870,viewed,2024-09-15
C1648,P6038,clicked,2024-01-10
C1464,P7734,viewed,2024-06-14
C4999,P1108,viewed,2024-03-12
C3325,P6427,purchased,2024-07-21
C8642,P3518,clicked,2024-01-08
C9615,P5832,clicked,2024-10-29
C1627,P5210,viewed,2024-04-05
C6463,P1608,purchased,2024-06-16
C7186,P6038,clicked,2024-11-09
C9304,P7399,viewed,2024-05-27
C5568,P2376,clicked,2024-03-13
C8642,P9151,clicked,2024-04-09
C8366,P9505,viewed,2024-05-22
C8847,P3029,clicked,2024-01-28
C9434,P4733,purchased,2024-05-30
C5256,P8053,clicked,2024-11-30
C4506,P5451,clicked,2024-03-31
C8619,P3915,viewed,2024-06-10
C4530,P6817,viewed,2024-09-09
C7348,P6305,purchased,2024-05-08
C8433,P7542,clicked,2024-06-15
C2344,P6966,clicked,2024-02-09
C3261,P7635,viewed,2024-05-02
C7186,P3121,clicked,2024-12-18
C6652,P4418,viewed,2024-09-11
C1413,P3948,clicked,2024-08-10
C5715,P9515,clicked,2024-08-13
C5772,P1700,purchased,2024-07-19
C7193,P8999,viewed,2024-04-20
C2447,P2189,viewed,2024-10-23
C8366,P6373,purchased,2024-10-14
C9131,P5745,viewed,2024-02-15
C1140,P5742,viewed,2024-07-08
C4044,P7908,purchased,2024-09-23
C5772,P3958,viewed,2024-02-20
C6463,P1758,clicked,2024-05-02
C5955,P9459,viewed,2024-10-18
C1464,P7231,viewed,2024-07-14
C6989,P7916,clicked,2024-01-28
C8619,P5514,purchased,2024-06-28
C3793,P6604,viewed,2024-06-08
C7186,P8093,viewed,2024-09-07
C8661,P4381,viewed,2024-09-21
C3365,P3458,purchased,2024-10-29
C1828,P6645,viewed,2024-09-28
C6989,P1243,clicked,2024-07-01
C1140,P8356,purchased,2024-10-09
C6461,P8713,purchased,2024-04-22
C8274,P1168,purchased,2024-03-03
C5772,P6059,purchased,2024-06-13
C1166,P8007,clicked,2024-11-26
C3365,P3269,viewed,2024-10-15
C5912,P4279,clicked,2024-07-06
C1438,P9428,clicked,2024-03-11
C6463,P4726,clicked,2024-01-17
C5715,P5373,viewed,2024-09-04
C1827,P4519,clicked,2024-10-10
C9393,P2438,purchased,2024-09-29
C3053,P4512,viewed,2024-06-01
C8847,P7616,clicked,2024-03-05
C4940,P9785,viewed,2024-10-21
C4044,P3650,purchased,2024-02-24
C9131,P7303,clicked,2024-03-09
C8433,P8123,clicked,2024-08-23
C9615,P8531,clicked,2024-07-01
C5118,P3269,purchased,2024-04-01
C1438,P2254,viewed,2024-02-05
C4799,P1761,purchased,2024-06-10
C8642,P1547,purchased,2024-06-29
C6310,P3800,clicked,2024-09-04
C3497,P3591,viewed,2024-09-20
C4506,P6381,viewed,2024-04-03
C3893,P8035,clicked,2024-11-23
C2344,P1152,viewed,2024-08-19
C9412,P9747,purchased,2024-06-21
C5567,P8053,viewed,2024-10-30
C3946,P6871,clicked,2024-07-02
C5310,P4420,viewed,2024-11-14
C8433,P5041,clicked,2024-09-21
C8310,P2005,viewed,2024-06-22
C5458,P4057,clicked,2024-09-08
C9304,P8788,clicked,2024-07-29
C4616,P6667,purchased,2024-10-21
C2389,P1089,purchased,2024-03-09
C3365,P3878,purchased,2024-06-22
C1627,P1359,clicked,2024-05-31
C7435,P7868,purchased,2024-07-11
C6606,P7332,viewed,2024-08-19
C3555,P4839,purchased,2024-05-31
C5567,P1243,clicked,2024-03-16
C4251,P2142,viewed,2024-03-21
C9393,P2376,viewed,2024-09-09
C9792,P6073,viewed,2024-10-08
C3053,P8575,clicked,2024-05-28
C1438,P5659,clicked,2024-11-22
C3325,P9587,purchased,2024-11-27
C9615,P3757,purchased,2024-04-04
C8661,P1960,viewed,2024-09-18
C8619,P4726,clicked,2024-12-21
C7193,P4959,purchased,2024-08-31
C5310,P2005,viewed,2024-01-27
C7647,P3024,purchased,2024-08-20
C5297,P6059,viewed,2024-07-06
C5118,P7053,purchased,2024-06-16
C8642,P7367,purchased,2024-07-08
C6652,P4346,clicked,2024-06-27
C6310,P8239,clicked,2024-12-06
C3896,P4933,viewed,2024-10-28
C6105,P6959,viewed,2024-08-20
C5961,P5041,clicked,2024-03-21
C5955,P7108,viewed,2024-07-17
C5905,P8680,clicked,2024-06-30
C2344,P6427,viewed,2024-03-15
C1464,P6381,viewed,2024-02-04
C3555,P6734,clicked,2024-09-27
C5772,P2444,clicked,2024-09-22
C3053,P7802,purchased,2024-02-12
C1527,P1202,purchased,2024-08-20
C2447,P8680,purchased,2024-08-28
C8847,P1108,clicked,2024-02-12
C4830,P8035,clicked,2024-04-18
C1140,P4908,purchased,2024-05-30
C3325,P6593,clicked,2024-10-24
C3896,P4300,clicked,2024-10-29
C6606,P7128,viewed,2024-07-26
C6946,P8291,viewed,2024-05-10
C3501,P5589,purchased,2024-01-17
C2344,P6280,purchased,2024-03-29
C4506,P3001,viewed,2024-07-06
C4530,P7635,viewed,2024-05-30
C1648,P6311,purchased,2024-01-25
C4883,P5605,purchased,2024-11-26
C9304,P3539,purchased,2024-08-22
C5568,P1108,clicked,2024-02-26
C1464,P5222,clicked,2024-05-23
C9792,P5766,purchased,2024-07-30
C1527,P9731,viewed,2024-10-28
C3583,P3656,clicked,2024-03-09
C3746,P8082,viewed,2024-06-18
C1527,P5800,purchased,2024-04-20
C5912,P5589,clicked,2024-04-21
C8642,P7542,clicked,2024-08-27
C5607,P2030,purchased,2024-09-06
C3053,P8614,viewed,2024-09-03
C1965,P4954,clicked,2024-09-12
C8366,P9534,clicked,2024-01-10
C1828,P5805,clicked,2024-10-28
C3816,P7813,purchased,2024-11-14
C5715,P2005,viewed,2024-11-17
C5227,P9428,clicked,2024-08-05
C3565,P7529,viewed,2024-01-04
C8274,P7529,clicked,2024-09-12
C7186,P8942,purchased,2024-03-15
C4251,P9077,clicked,2024-01-18
C9653,P2543,purchased,2024-09-04
C2344,P9793,purchased,2024-04-24
C9393,P8942,clicked,2024-08-27
C7186,P4908,clicked,2024-03-20
C6989,P6926,viewed,2024-03-10
C9339,P5749,purchased,2024-09-14
C9792,P2528,purchased,2024-12-14
C1627,P8035,purchased,2024-03-09
C9535,P1372,purchased,2024-04-02
C8901,P6101,viewed,2024-10-04
C1673,P7128,viewed,2024-06-27
C6862,P7812,purchased,2024-05-18
C9694,P4447,clicked,2024-09-20
C9694,P2528,viewed,2024-09-26
C9304,P4954,viewed,2024-06-20
C7348,P9425,clicked,2024-04-21
C7186,P8043,purchased,2024-09-18
C4799,P3824,viewed,2024-12-11
C7193,P2444,viewed,2024-09-10
C1464,P2119,clicked,2024-06-11
C1438,P1547,purchased,2024-09-10
C7318,P7645,clicked,2024-06-20
C5860,P6606,purchased,2024-01-30
C9535,P9318,purchased,2024-07-10
C5118,P6667,clicked,2024-10-30
C7318,P9914,purchased,2024-02-28
C1413,P4135,clicked,2024-09-16
C9792,P1108,purchased,2024-04-28
C5961,P9459,viewed,2024-01-04
C1828,P5710,purchased,2024-08-30
C1827,P2449,viewed,2024-05-09
C4940,P9505,clicked,2024-10-14
C3763,P5065,viewed,2024-06-02
C7193,P2438,viewed,2024-01-08
C5568,P6427,purchased,2024-12-07
C4802,P2747,viewed,2024-05-14
C4830,P5384,viewed,2024-06-26
C5297,P1004,purchased,2024-09-11
C1673,P6867,viewed,2024-02-06
C6310,P8356,viewed,2024-01-08
C3555,P3764,viewed,2024-07-31
C4935,P7822,clicked,2024-05-16
C5961,P8793,viewed,2024-03-29
C6105,P8043,purchased,2024-05-17
C5118,P9534,viewed,2024-04-08
C6463,P6604,viewed,2024-01-30
C7193,P7729,purchased,2024-09-03
C6461,P7396,purchased,2024-01-17
C8642,P9225,clicked,2024-03-23
C4616,P7730,viewed,2024-09-02
C5256,P3483,purchased,2024-03-02
C8310,P1372,viewed,2024-06-29
C3793,P6449,purchased,2024-04-02
C5458,P8092,clicked,2024-12-15
C9304,P1214,purchased,2024-07-27
C9412,P2202,viewed,2024-01-27
C5567,P9949,viewed,2024-06-13
C5568,P2189,viewed,2024-07-08
C7186,P9724,purchased,2024-10-19
C5297,P9142,purchased,2024-08-13
C5568,P3483,viewed,2024-07-16
C2447,P1378,viewed,2024-01-18
C4799,P4667,clicked,2024-02-13
C8661,P6305,clicked,2024-07-30
C9615,P9969,clicked,2024-04-12
C9393,P7767,purchased,2024-02-21
C4802,P4602,viewed,2024-11-08
C3793,P1546,purchased,2024-04-26
C3565,P6787,viewed,2024-11-18
C1527,P1243,viewed,2024-03-30
C1827,P1200,viewed,2024-11-09
C6310,P4279,clicked,2024-01-21
C3325,P9724,clicked,2024-06-16
C3565,P2146,purchased,2024-01-08
C1413,P1505,clicked,2024-01-31
C1648,P2449,purchased,2024-01-08
C8619,P1657,viewed,2024-03-12
C9412,P2796,viewed,2024-12-20
C4883,P1258,clicked,2024-08-07
C5567,P2351,viewed,2024-09-07
C6652,P3298,viewed,2024-05-04
C5912,P4959,purchased,2024-05-24
C8642,P9047,viewed,2024-04-24
C9615,P3958,purchased,2024-08-15
C5458,P9940,viewed,2024-04-01
C3763,P2543,purchased,2024-11-15
C7318,P4578,purchased,2024-06-08
C8901,P3269,purchased,2024-08-10
C5297,P2379,viewed,2024-04-22
C3893,P9443,purchased,2024-10-04
C3053,P4334,clicked,2024-06-17
C6989,P3102,viewed,2024-06-03
C4802,P9940,purchased,2024-10-17
C6310,P1108,clicked,2024-05-13
C8661,P7767,clicked,2024-02-02
C9412,P9505,purchased,2024-08-06
C5772,P1099,clicked,2024-05-24
C6105,P4795,clicked,2024-04-16
C5860,P3591,purchased,2024-04-19
C1273,P5052,purchased,2024-08-21
C9434,P7812,clicked,2024-08-19
C5860,P4766,purchased,2024-09-27
C7193,P4135,clicked,2024-05-03
C4999,P7585,clicked,2024-01-26
C7318,P7132,purchased,2024-03-29
C9653,P7231,viewed,2024-10-12
C3501,P7812,purchased,2024-10-22
C3365,P9800,viewed,2024-11-23
C1527,P6455,viewed,2024-11-29
C3763,P2120,purchased,2024-12-03
C3261,P9747,clicked,2024-10-19
C9792,P5710,purchased,2024-08-28
C4999,P6871,clicked,2024-03-25
C4830,P3630,clicked,2024-11-17
C5912,P3800,purchased,2024-02-28
C2886,P1300,clicked,2024-10-02
C3816,P1108,viewed,2024-12-09
C5256,P1108,viewed,2024-01-24
C3261,P5211,clicked,2024-03-31
C7048,P5041,viewed,2024-11-09
C9653,P6515,viewed,2024-01-13
C3053,P2392,clicked,2024-03-05
C4251,P1346,viewed,2024-04-09
C3793,P6069,purchased,2024-02-25
C6862,P1862,purchased,2024-03-20
C6652,P8986,viewed,2024-02-06
C7647,P1042,viewed,2024-01-21
C6310,P8793,purchased,2024-11-15
C5607,P7542,viewed,2024-03-04
C1166,P5832,purchased,2024-05-17
C7186,P4024,viewed,2024-10-25
C2447,P5514,viewed,2024-05-05
C3325,P1821,clicked,2024-02-04
C9535,P2379,clicked,2024-05-11
C3325,P4962,purchased,2024-10-19
C1413,P7542,purchased,2024-06-28
C1673,P2030,clicked,2024-11-05
C9412,P5589,viewed,2024-03-23
C3325,P6305,clicked,2024-03-07
C6310,P6059,purchased,2024-03-13
C1527,P8263,purchased,2024-06-09
C7318,P5605,clicked,2024-01-09
C5715,P5445,viewed,2024-01-17
C4251,P4023,viewed,2024-05-23
C3325,P7132,purchased,2024-03-25
C8366,P9241,purchased,2024-04-28
C1413,P8290,clicked,2024-11-08
C4799,P1089,viewed,2024-06-01
C5607,P9271,clicked,2024-05-04
C9393,P1229,viewed,2024-07-07
C1304,P4795,viewed,2024-10-12
C1827,P7941,purchased,2024-01-01
C1828,P3492,purchased,2024-10-24
C3555,P1547,viewed,2024-09-22
C1140,P9969,viewed,2024-06-23
C8274,P7645,purchased,2024-01-06
C9792,P2778,viewed,2024-06-01
C5860,P2351,purchased,2024-11-23
C9304,P3831,purchased,2024-08-30
C3583,P7585,viewed,2024-03-10
C3583,P5785,purchased,2024-10-17
C3793,P1168,clicked,2024-08-21
C3565,P3298,purchased,2024-10-05
C7048,P9747,purchased,2024-08-19
C7348,P3656,viewed,2024-02-25
C5772,P6038,purchased,2024-05-05
C3565,P2575,purchased,2024-07-16
C3793,P3730,clicked,2024-03-08
C8274,P8827,clicked,2024-11-13
C9338,P3878,purchased,2024-07-22
C5715,P1948,clicked,2024-05-29
C6606,P7367,clicked,2024-04-21
C1627,P2144,purchased,2024-05-18
C7318,P9863,clicked,2024-05-15
C5715,P9723,viewed,2024-03-25
C2886,P8393,clicked,2024-02-23
C3555,P7143,purchased,2024-03-30
C8642,P3113,clicked,2024-05-20
C7186,P5927,viewed,2024-05-10
C2447,P9510,clicked,2024-10-06
C9653,P7812,clicked,2024-01-30
C4802,P3492,viewed,2024-05-06
C1166,P5729,purchased,2024-06-29
C6946,P2824,purchased,2024-12-07
C9434,P8531,clicked,2024-12-20
C9338,P2120,viewed,2024-10-30
C5227,P8290,purchased,2024-10-23
C2886,P1779,purchased,2024-08-24
C6463,P8263,purchased,2024-10-19
C3896,P6606,clicked,2024-06-01
C2886,P8415,viewed,2024-07-08
C2344,P3014,viewed,2024-05-13
C4802,P6432,viewed,2024-11-29
C5912,P2144,purchased,2024-12-15
C7048,P7941,clicked,2024-12-10
C3325,P8680,clicked,2024-11-15
C3763,P8614,viewed,2024-03-10
C1627,P7542,clicked,2024-02-11
C4799,P3831,clicked,2024-08-27
C9792,P7635,clicked,2024-07-31
C4799,P8061,purchased,2024-10-22
C5458,P9731,clicked,2024-05-22
C4616,P8121,clicked,2024-03-22
C2389,P7938,viewed,2024-01-31
C3816,P4281,clicked,2024-06-27
C5227,P3958,purchased,2024-06-14
C5458,P8263,clicked,2024-03-11
C2886,P6555,clicked,2024-08-13
C9131,P5742,viewed,2024-11-01
C9393,P1372,clicked,2024-03-29
C9434,P2119,clicked,2024-09-30
C4935,P2379,purchased,2024-07-22
C6463,P8018,clicked,2024-09-03
C4506,P5222,viewed,2024-05-28
C5715,P8007,viewed,2024-12-13
C1464,P1168,purchased,2024-05-09
C4530,P4733,purchased,2024-05-22
C3793,P2388,clicked,2024-11-20
C5772,P7230,clicked,2024-09-21
C7647,P9949,clicked,2024-05-10
C9412,P2404,purchased,2024-11-13
C7348,P9425,clicked,2024-06-29
